"","Greyhound_name","Sire_Name","Dam_name","Prize","Weight","Win_time","By","Going","Est_time","SP","Grade","Comment","Date","Name_of_race1","County"
"131","LYREEN FALCON","LYREEN LEGEND","TIPTREE OLLIE","€210.00","76","16.73"," ","-.10 Slow","16.63&nbsp","6/4jf","S4","FAw,ALd","18-Feb-18","Flat 300  ","Clonmel"
"132","DROMSCARRA LINGO","SCOLARI ME DADDY","LOCAL MAEVE","€675.00","59","31.18"," ","-.20 Slow","30.98&nbsp","3/1","A5","EP,ALd","18-Feb-18","Flat 550  ","Clonmel"
"133","HOVEX NED","TAYLORS SKY","SILVERHILL TINA","€750.00","80","29.16"," ","-.20 Slow","28.96&nbsp","2/1","A2","QAw,LdNrL","18-Feb-18","Flat 525  ","Clonmel"
"134","DUNSALLAGH MIKE","TYRUR BIG MIKE","ALEXANDRA","€750.00","70","30.59"," ","-.20 Slow","30.39&nbsp","3/1","A2","LdBS,StyWl","18-Feb-18","Flat 550  ","Clonmel"
"135","RURAL ALOHA","KINLOCH BRAE","DUCK FAT","€800.00","59","28.87"," ","-.20 Slow","28.67&nbsp","2/5F","A0","QAw,ALd","18-Feb-18","Flat 525  ","Clonmel"
"136","ROSEVILLE LIZ","VANS ESCALADE","THORN BRAE LEE","€850.00","60","29.31"," ","-.20 Slow","29.11&nbsp","5/2","A3","QAw,LdNrL","18-Feb-18","Flat 525  ","Clonmel"
"137","SAVANA RAPID","ROYAL IMPACT","TALITAS GIRL","€350.00","71","29.06"," ","-.20 Slow","28.86&nbsp","4/7F","A1","VQaw,ALd","18-Feb-18","Flat 525  ","Clonmel"
"138","RACEWAY FLY","ROMEO RECRUIT","DONS FANTASY","€210.00","64","29.46"," ","-.10 Slow","29.36&nbsp","2/1","A4","Crd 2,Ld 4","23-Feb-18","Flat 525  ","Clonmel"
"139","BANDIT OLLIE","SKYWALKER PUMA","FLOMUR PERLA","€230.00","67","29.56"," ","-.10 Slow","29.46&nbsp","3/1","A4","FAw,ALd","23-Feb-18","Flat 525  ","Clonmel"
"140","CLASHDUFF NICK","LEMON PRINCE","ASEA DEESEA","€205.00","66","16.53"," ","Sand","16.53&nbsp","3/1","S3","QAw,ALd","23-Feb-18","Flat 300  ","Clonmel"
"141","EMERS COOKIE","CONFIDENT RANKIN","GLENGALL GIRL","€285.00","60","29.52"," ","-.10 Slow","29.42&nbsp","2/1","A4","QAw,Ld 3","23-Feb-18","Flat 525  ","Clonmel"
"142","KILKENNY COCO","GODSEND","KILKENNY BABE","€255.00","63","29.59"," ","-.10 Slow","29.49&nbsp","6/4F","A4","QAw,ALd","23-Feb-18","Flat 525  ","Clonmel"
"143","ASTONS BELLE","BALLYMAC VIC","ASTONS TURBO","€205.00","67","16.45"," ","Normal","16.45&nbsp","2/1","S2","QAw,ALd","23-Feb-18","Flat 300  ","Clonmel"
"144","BANDIT TEX","SUPERIOR PRODUCT","SLANEYSIDE TEXIE","€285.00","55","29.40"," ","-.10 Slow","29.30&nbsp","6/4jf","A4","EP,Ld 1","23-Feb-18","Flat 525  ","Clonmel"
"145","HIGHVIEW RAVEN","PARADISE MADISON","HIGHVIEW GALE","€290.00","62","29.21"," ","-.10 Slow","29.11&nbsp","5/4F","A3","QAw,drclr","23-Feb-18","Flat 525  ","Clonmel"
"146","BRUIS EAGLE EYE","DROOPYS NIDGE","GLIDEAWAY KATE","€290.00","68","29.69"," ","-.30 Slow","29.39&nbsp","2/1cf","A4","EP,Ld 2","25-Feb-18","Flat 525  ","Clonmel"
"147","BABOG GORM","GREENANE BINGO","NORTH BAY GIRL","€310.00","65","29.90"," ","-.30 Slow","29.60&nbsp","2/1cf","A5","Bmp 1,Ld 2","25-Feb-18","Flat 525  ","Clonmel"
"148","SOCKS AWAY","LENSON BOLT","WALNUT WONDER","€210.00","63","16.71"," ","-.10 Slow","16.61&nbsp","2/1cf","S4","Snld,drclr","25-Feb-18","Flat 300  ","Clonmel"
"149","BALINAKILL DUCK","KINLOCH BRAE","DUCK FAT","€310.00","59","29.61"," ","-.30 Slow","29.31&nbsp","2/1","A4","QAw,ALd","25-Feb-18","Flat 525  ","Clonmel"
"150","ON THE COUCH","TAYLORS SKY","CARNIVAL SMURF","€325.00","80","29.43"," ","-.30 Slow","29.13&nbsp","5/2","A3","QAw,ALd","25-Feb-18","Flat 525  ","Clonmel"
"151","SLANEYSIDE KEYES","STORM CONTROL","LISSIVIGEEN JOY","€155.00","63","16.69"," ","-.10 Slow","16.59&nbsp","3/1","S3","FAw,ALd","25-Feb-18","Flat 300  ","Clonmel"
"152","MORNING SQUEALER","CRASH","CIRCUS STAR","€325.00","74","29.94"," ","-.40 Slow","29.54&nbsp","5/2","A5","VQaw,ALd","25-Feb-18","Flat 525  ","Clonmel"
"153","CANDOLIM DREAM","KINLOCH BRAE","BEAMING GUSTY","€350.00","64","30.84"," ","-.40 Slow","30.44&nbsp","6/4jf","A2","EvAw,ALd","25-Feb-18","Flat 550  ","Clonmel"
"154","DROOPYS HOTEL","DROOPYS SYDNEY","DROOPYS SAFINA","€350.00","69","29.86"," ","-.40 Slow","29.46&nbsp","6/4F","A4","FAw,Ld 1","25-Feb-18","Flat 525  ","Clonmel"
"155","CLONCUNNY WINNER","KINLOCH BRAE","ARDERA TARA","€210.00","61","29.74"," ","-.20 Slow","29.54&nbsp","n/p","A5","QAw,ALd","09-Mar-18","Flat 525  ","Clonmel"
"156","SOME DINGER","PARADISE MADISON","DRUMCROW NATASHA","€230.00","69","29.71"," ","-.20 Slow","29.51&nbsp","2/1","A5","SlAw,Ld 1","09-Mar-18","Flat 525  ","Clonmel"
"157","SPARKS PETITE","DAN THE MAN","POPULAR SUZIE","€205.00","67","16.72"," ","Sand","16.72&nbsp","6/4jf","S5","FAw,ALd","09-Mar-18","Flat 300  ","Clonmel"
"158","COOLOGUE HEART","SKYWALKER FARLOE","RUSSANDA RAZL","€255.00","62","29.82"," ","-.20 Slow","29.62&nbsp","7/4","A5","FAw,Ld 2","09-Mar-18","Flat 525  ","Clonmel"
"159","ARRIGLE CHAMP","KINLOCH BRAE","THEYCALLHERSADIE","€285.00","72","29.75"," ","-.20 Slow","29.55&nbsp","7/4","A5","QAw,ALd","09-Mar-18","Flat 525  ","Clonmel"
"160","PURPLE LILL","SCOLARI ME DADDY","PURPLE MAGGIE","€210.00","65","16.70"," ","Sand","16.70&nbsp","6/4","S5","FAw,ALd","09-Mar-18","Flat 300  ","Clonmel"
"161","STAG PARK ROBIN","TAYLORS SKY","MULBERRY ACE","€290.00","65","29.53"," ","-.20 Slow","29.33&nbsp","9/4","A4","FAw,Ld 2","09-Mar-18","Flat 525  ","Clonmel"
"162","TULLYVIN ACE","LAUGHIL BLAKE","CHILLI DIVA","€290.00","71","29.21"," ","-.20 Slow","29.01&nbsp","5/2","A2","FAw,Ld 1","09-Mar-18","Flat 525  ","Clonmel"
"163","PURPLE SAND","SCOLARI ME DADDY","PURPLE MAGGIE","€205.00","73","16.78"," ","Sand","16.78&nbsp","n/p","S5","EP,Ld 1","11-Mar-18","Flat 300  ","Clonmel"
"164","MARLFIELD MANE","DROOPYS JET","MARLFIELD TAYLOR","€290.00","68","29.45"," ","-.10 Slow","29.35&nbsp","n/p","A4","QAw,Ld 1","11-Mar-18","Flat 525  ","Clonmel"
"165","EASILY KNOWN","KINLOCH BRAE","LIOSGARBH PENNY","€205.00","60","16.81"," ","Sand","16.81&nbsp","n/p","S6","FAw,ALd","11-Mar-18","Flat 300  ","Clonmel"
"166","SERENE ADAM","STORM CONTROL","LADY LONG HEIR","€310.00","73","29.26"," ","-.10 Slow","29.16&nbsp","n/p","A3","QAw,ALd","11-Mar-18","Flat 525  ","Clonmel"
"167","BRUIS EAGLE EYE","DROOPYS NIDGE","GLIDEAWAY KATE","€310.00","69","29.79"," ","-.20 Slow","29.59&nbsp","n/p","A5","QAw,Ld 4","11-Mar-18","Flat 525  ","Clonmel"
"168","SLANEYSIDE KEYES","STORM CONTROL","LISSIVIGEEN JOY","€220.00","63","16.40"," ","Sand","16.40&nbsp","n/p","S2","QAw,ALd","11-Mar-18","Flat 300  ","Clonmel"
"169","THUNDER CRASH","DAVID BALE","SHAUNA SAID","€325.00","71","29.36"," ","-.20 Slow","29.16&nbsp","n/p","A3","EvAw,Ld 1","11-Mar-18","Flat 525  ","Clonmel"
"170","COOLBEG DAN","SPARTA MAESTRO","COOLBEG GEMMA","€350.00","74","29.16"," ","-.20 Slow","28.96&nbsp","n/p","A2","QAw,ALd","11-Mar-18","Flat 525  ","Clonmel"
"171","BOGGERS BUZZ","CONFIDENT RANKIN","KILN LUCIELLE","€210.00","82","29.71"," ","-.10 Slow","29.61&nbsp","n/p","A5","EP,Ld 1","16-Mar-18","Flat 525  ","Clonmel"
"172","SPRINGFIELD ORLA","NEWINN WONDER","ORLAITHS BELLE","€205.00","70","16.98"," ","Sand","16.98&nbsp","n/p","S7","Chl 1,Ld 2","16-Mar-18","Flat 300  ","Clonmel"
"173","FIVE ALLEY JULIE","BOHERNA ON AIR","SADHBH THE YANK","€255.00","66","29.57"," ","-.10 Slow","29.47&nbsp","n/p","A4","EP,Ld 3","16-Mar-18","Flat 525  ","Clonmel"
"174","MOANTEEN IZZY","TYRUR BIG MIKE","INSHAARLA","€255.00","67","29.35"," ","-.10 Slow","29.25&nbsp","n/p","A3","EP,LdRi","16-Mar-18","Flat 525  ","Clonmel"
"175","SAVANA DIANE","LAUGHIL BLAKE","KILARA ABBIE","€285.00","52","29.53"," ","-.10 Slow","29.43&nbsp","n/p","A4","FAw,LdNrL","16-Mar-18","Flat 525  ","Clonmel"
"176","BELLAGORS CADGE","HONDO BLACK","AIRFORCE ALICE","€210.00","72","16.54"," ","Sand","16.54&nbsp","n/p","S3","Chl 1,Ld 2","16-Mar-18","Flat 300  ","Clonmel"
"177","DRUMBANE DOLLY","PARADISE MADISON","RUSHMOOR DOLLY","€285.00","58","29.08"," ","-.10 Slow","28.98&nbsp","n/p","A2","ALd,drclr","16-Mar-18","Flat 525  ","Clonmel"
"178","BOOZED BONUS","CONFIDENT RANKIN","BOOZED QUEEN","€290.00","70","29.28"," ","-.10 Slow","29.18&nbsp","n/p","A3","QAw,ALd","16-Mar-18","Flat 525  ","Clonmel"
"179","SERENE STORM","STORM CONTROL","LADY LONG HEIR","€255.00","71","29.72"," ","-.10 Slow","29.62&nbsp","6/4jf","A5","FAw,Ld 1","23-Mar-18","Flat 525  ","Clonmel"
"180","MACKENZIES ROSE","TULLYMURRY ACT","SHES TERRIFIC","€255.00","65","29.68"," ","-.10 Slow","29.58&nbsp","5/2","A5","FAw,Ld 1","23-Mar-18","Flat 525  ","Clonmel"
"181","GRACEFUL ACT","MALL BRANDY","STOUKE BIRD","€205.00","60","16.52"," ","Sand","16.52&nbsp","2/1","S3","FAw,Snld","23-Mar-18","Flat 300  ","Clonmel"
"182","MOVE OVER PADRE","TAYLORS SKY","MOVE OVER DORA","€290.00","79","29.31"," ","-.10 Slow","29.21&nbsp","6/4F","A3","EP,LdRi","23-Mar-18","Flat 525  ","Clonmel"
"183","FREE CLEO","RAZLDAZL RIOGA","CASTLE SPIRIT","€285.00","62","29.73"," ","-.10 Slow","29.63&nbsp","5/2","A5","VQaw,CmAg","23-Mar-18","Flat 525  ","Clonmel"
"184","CIRCUS TED","BRETT LEE","FEAR EMOSKI","€210.00","71","16.51"," ","Sand","16.51&nbsp","5/2","S3","Chl 1,Ld 2","23-Mar-18","Flat 300  ","Clonmel"
"185","RAHYVIRA DREAM","KINLOCH BRAE","RAHYVIRA SMURF","€310.00","61","29.43"," ","-.10 Slow","29.33&nbsp","4/5F","A4","QAw,Ld 4","23-Mar-18","Flat 525  ","Clonmel"
"186","CODE BOHERNA","HONDO BLACK","PEDRO ON AIR","€325.00","64","29.45"," ","-.10 Slow","29.35&nbsp","3/1","A4","Ld 1,drclr","23-Mar-18","Flat 525  ","Clonmel"
"187","KILLEE DIVA","FOREST MASTER","KILLEE TOWN","€290.00","66","29.59"," ","-.10 Slow","29.49&nbsp","5/2","A4","EvAw,LdRi","25-Mar-18","Flat 525  ","Clonmel"
"188","EMERS COOKIE","CONFIDENT RANKIN","GLENGALL GIRL","€290.00","57","29.19"," ","-.10 Slow","29.09&nbsp","6/4jf","A2","QAw,ALd","25-Mar-18","Flat 525  ","Clonmel"
"189","BLAZEAWAY STEVE","DROOPYS JET","HYLDA GLYDER","€205.00","76","16.54"," ","Sand","16.54&nbsp","5/4F","S3","Chl 1,Ld 2","25-Mar-18","Flat 300  ","Clonmel"
"190","STEAM POWER","CONFIDENT RANKIN","BOOZED QUEEN","€310.00","71","29.49"," ","-.10 Slow","29.39&nbsp","5/2","A4","QAw,Ld 1","25-Mar-18","Flat 525  ","Clonmel"
"191","EMERS ESKE","BALLYMAC ESKE","EMERS IVY","€310.00","61","29.26"," ","-.10 Slow","29.16&nbsp","2/1","A3","EP,Ld 4","25-Mar-18","Flat 525  ","Clonmel"
"192","STAG PARK TAYLOR","TAYLORS SKY","MULBERRY ACE","€205.00","73","16.58"," ","Sand","16.58&nbsp","5/2","S3","SlAw,Ld 1","25-Mar-18","Flat 300  ","Clonmel"
"193","CAVECOURT TIM","KINLOCH BRAE","JOKEISONME","€325.00","72","29.39"," ","-.10 Slow","29.29&nbsp","2/1","A3","SlAw,Strfin","25-Mar-18","Flat 525  ","Clonmel"
"194","ROXHOLME WIL IAM","RAZLDAZL RIOGA","ROXHOLME SUE","€220.00","73","17.07"," ","Sand","17.07&nbsp","2/1","S8","BBlk 1,Ld 2","25-Mar-18","Flat 300  ","Clonmel"
"195","TULLYVIN ACE","LAUGHIL BLAKE","CHILLI DIVA","€350.00","71","29.62"," ","-.10 Slow","29.52&nbsp","6/4jf","A5","FAw,Bmp 1","25-Mar-18","Flat 525  ","Clonmel"
"196","LADS BLACKBERRY","BALLYMAC ESKE","LADS MAGGIE","€310.00","67","29.54"," ","-.20 Slow","29.34&nbsp","6/4jf","A4","QAw,Ld 1","01-Apr-18","Flat 525  ","Clonmel"
"197","MOANTEEN IZZY","TYRUR BIG MIKE","INSHAARLA","€310.00","67","29.73"," ","-.30 Slow","29.43&nbsp","2/1","A4","EP,Ld 4","01-Apr-18","Flat 525  ","Clonmel"
"198","SLANEYSIDE KEYES","STORM CONTROL","LISSIVIGEEN JOY","€210.00","63","16.61"," ","-.10 Slow","16.51&nbsp","6/4F","S3","EP,LdRu","01-Apr-18","Flat 300  ","Clonmel"
"199","DARK IDOL","GREENWELL HAWK","DROOPYS LAKE","€290.00","77","29.60"," ","-.30 Slow","29.30&nbsp","3/1","A4","QAw,ALd","01-Apr-18","Flat 525  ","Clonmel"
"200","HIGHVIEW RAVEN","PARADISE MADISON","HIGHVIEW GALE","€325.00","62","31.06"," ","-.40 Slow","30.66&nbsp","3/1","A4","FAw,ALd","01-Apr-18","Flat 550  ","Clonmel"
"201","EIFFEL TOWER","SUPERIOR PRODUCT","DERRYADD DIVA","€235.00","70","16.65"," ","-.10 Slow","16.55&nbsp","6/4F","S3","DspLd,Ld 1","01-Apr-18","Flat 300  ","Clonmel"
"202","SOUTHWOOD CHASE","SCOLARI ME DADDY","CASTLE SPIRIT","€325.00","76","29.67"," ","-.40 Slow","29.27&nbsp","5/2","A3","QAw,LdRi","01-Apr-18","Flat 525  ","Clonmel"
"203","EMERS COOKIE","CONFIDENT RANKIN","GLENGALL GIRL","€350.00","57","29.65"," ","-.40 Slow","29.25&nbsp","5/2","A3","QAw,ALd","01-Apr-18","Flat 525  ","Clonmel"
"204","MAHOGANY SPIRIT","SLIPPERY ROBERT","BILLYS HOPE","€350.00","77","29.38"," ","-.40 Slow","28.98&nbsp","5/2","A2","QAw,ALd","01-Apr-18","Flat 525  ","Clonmel"
"205","WHATEVER MODEL","MALL BRANDY","UPTOWN MODEL","€230.00","56","29.68"," ","-.10 Slow","29.58&nbsp","2/1","A5","QAw,ALd","06-Apr-18","Flat 525  ","Clonmel"
"206","BULLET BEACHWOOD","CRASH","TOMS CAILIN","€285.00","67","29.54"," ","-.10 Slow","29.44&nbsp","2/1jf","A4","FAw,LdNrL","06-Apr-18","Flat 525  ","Clonmel"
"207","BOOZED BLUE","CONFIDENT RANKIN","BOOZED QUEEN","€205.00","69","16.38"," ","Normal","16.38&nbsp","5/2","S1","EP,Ld 1","06-Apr-18","Flat 300  ","Clonmel"
"208","TORAS LACEY","VANS ESCALADE","BILLYS HOPE","€50.00","63","29.35"," ","-.10 Slow","29.25&nbsp","9/4","A3","QAw,ALd","06-Apr-18","Flat 525  ","Clonmel"
"209","WRAYSBURY MISTEY","SUPERIOR PRODUCT","CNOC HOLLY","€50.00","52","29.69"," ","-.10 Slow","29.59&nbsp","2/1","A5","QAw,ALd","06-Apr-18","Flat 525  ","Clonmel"
"210","BOOZED TRIGGER","MELODYS ROYAL","BOOZED LORRAINE","€310.00","79","29.37"," ","-.10 Slow","29.27&nbsp","5/2","A3","QAw,Ld 2","06-Apr-18","Flat 525  ","Clonmel"
"211","ANNAGH CHOICE","BOHERNA HOUSE","MOANTEEN BEAUTY","€50.00","80","29.59"," ","-.10 Slow","29.49&nbsp","6/4jf","A4","BmpRu,Ld 2","06-Apr-18","Flat 525  ","Clonmel"
"212","MASTER REED","AERO MAJESTIC","ROCKING RUBY","€50.00","71","29.12"," ","-.10 Slow","29.02&nbsp","5/4F","A2","QAw,ALd","06-Apr-18","Flat 525  ","Clonmel"
"213","FIVE ALLEY JULIE","BOHERNA ON AIR","SADHBH THE YANK","€50.00","66","29.66"," ","-.10 Slow","29.56&nbsp","5/2","A5","Chl 3,Ld 4","08-Apr-18","Flat 525  ","Clonmel"
"214","HYPNOTIC TWIRL","LAUGHIL BLAKE","TIVOLI MAEVE","€50.00","63","28.70"," ","-.10 Slow","28.60&nbsp","6/4F","A0","VQaw,drclr","08-Apr-18","Flat 525  ","Clonmel"
"215","ANOTHER MACHINE","ROYAL IMPACT","SARAHS TURBO","€210.00","64","16.35"," ","Sand","16.35&nbsp","2/1","S1","VQaw,ALd","08-Apr-18","Flat 300  ","Clonmel"
"216","SHANEBOY KIMMY","SHANEBOY LEE","GOOD SARAH","€50.00","61","29.39"," ","-.10 Slow","29.29&nbsp","3/1","A3","SlAw,LdNrL","08-Apr-18","Flat 525  ","Clonmel"
"217","BANDIT OLLIE","SKYWALKER PUMA","FLOMUR PERLA","€50.00","69","29.45"," ","-.10 Slow","29.35&nbsp","3/1","A4","QAw,ALd","08-Apr-18","Flat 525  ","Clonmel"
"218","PAININTHEHEAD","SKYWALKER PUMA","PARADISE ABBEY","€50.00","70","29.26"," ","-.10 Slow","29.16&nbsp","6/4F","A3","Chl 1,Bmp 1","08-Apr-18","Flat 525  ","Clonmel"
"219","SAVANA SPARTAN","DROOPYS JET","WINDGAP PRINCESS","€50.00","76","28.91"," ","-.10 Slow","28.81&nbsp","1/1F","A1","QAw,ALd","08-Apr-18","Flat 525  ","Clonmel"
"220","GALLOPING FRANK","TYRUR BIG MIKE","GALLOPING MAEVE","€325.00","78","29.15"," ","-.10 Slow","29.05&nbsp","5/2","A2","EP,FinWl","08-Apr-18","Flat 525  ","Clonmel"
"221","PEACHSTREET ROSE","JA MANN","LEMON MEL","€350.00","61","29.67"," ","-.10 Slow","29.57&nbsp","3/1","A5","QAw,ALd","08-Apr-18","Flat 525  ","Clonmel"
"222","MOTHERS JAM","SCOLARI ME DADDY","SUIR MILLIE","€255.00","61","29.61"," ","-.10 Slow","29.51&nbsp","6/4jf","A5","EvAw,LdRi","13-Apr-18","Flat 525  ","Clonmel"
"223","MARSHALS RIVER","ADIOS ALONSO","DISRIVERSFLOWN","€50.00","90","16.63"," ","Sand","16.63&nbsp","6/4","S4","EP,Ld 1","13-Apr-18","Flat 300  ","Clonmel"
"224","BANKERS HILL","ADIOS ALONSO","SONADORA","€50.00","74","16.52"," ","Sand","16.52&nbsp","4/6F","S3","LdRu,CmAg","13-Apr-18","Flat 300  ","Clonmel"
"225","JUNCTION TEN","DROOPYS JET","KINGSMILL JANE","€50.00","81","29.19"," ","-.10 Slow","29.09&nbsp","6/4","A2","FAw,LdBS","13-Apr-18","Flat 525  ","Clonmel"
"226","COOLREE METEOR","ESHWARY LEADER","COOLREE NADENE","€50.00","87","16.51"," ","Sand","16.51&nbsp","6/4","S3","EvAw,Ld 1","13-Apr-18","Flat 300  ","Clonmel"
"227","SUBTLE ASIDE","ADIOS ALONSO","ZAX TREASURE","€50.00","63","16.56"," ","Sand","16.56&nbsp","2/1jf","S3","FAw,ALd","13-Apr-18","Flat 300  ","Clonmel"
"228","ANNAGH CHOICE","BOHERNA HOUSE","MOANTEEN BEAUTY","€50.00","79","29.19"," ","-.10 Slow","29.09&nbsp","6/4","A2","FAw,Ld 1","13-Apr-18","Flat 525  ","Clonmel"
"229","POINT HONEY","GODSEND","GOLDEN PRIDE","€285.00","55","29.83"," ","-.10 Slow","29.73&nbsp","3/1","A6","QAw,Ld 4","13-Apr-18","Flat 525  ","Clonmel"
"230","MUSTANG MAYBE","TAYLORS SKY","FRIDAYS MAYBE","€50.00","58","29.16"," ","-.10 Slow","29.06&nbsp","2/1cf","A2","QAw,ALd","15-Apr-18","Flat 525  ","Clonmel"
"231","SAVANA ASHLEIGH","TAYLORS SKY","DALCASH DEVICI","€50.00","60","29.01"," ","-.10 Slow","28.91&nbsp","2/1","A2","QAw,ALd","15-Apr-18","Flat 525  ","Clonmel"
"232","LENSON BLINDER","CRASH","GLOBAL LIBERTY","€325.00","74","28.64"," ","-.10 Slow","28.54&nbsp","4/6F","A0","QAw,ALd","15-Apr-18","Flat 525  ","Clonmel"
"233","SAVANA SPARTAN","DROOPYS JET","WINDGAP PRINCESS","€50.00","76","29.28"," ","-.10 Slow","29.18&nbsp","1/2F","A3","Bmp 1,Ld 1","15-Apr-18","Flat 525  ","Clonmel"
"234","CABRA STORM","STORM CONTROL","CABRA MILLIE","€50.00","75","29.28"," ","-.10 Slow","29.18&nbsp","7/4","A3","FAw,Ld 4","15-Apr-18","Flat 525  ","Clonmel"
"235","SAVANA TOWSER","SUPERIOR PRODUCT","SKYLINE AMBER","€325.00","73","28.93"," ","-.10 Slow","28.83&nbsp","4/5F","A1","FAw,Ld 2","15-Apr-18","Flat 525  ","Clonmel"
"236","DALCASH BEHOLD","TAYLORS SKY","DALCASH DEVICI","€50.00","78","29.23"," ","-.10 Slow","29.13&nbsp","11/10F","A3","QAw,ALd","15-Apr-18","Flat 525  ","Clonmel"
"237","ASHTON COURT","LAUGHIL BLAKE","TIVOLI MAEVE","€50.00","75","29.11"," ","-.10 Slow","29.01&nbsp","4/6F","A2","QAw,Ld 1","15-Apr-18","Flat 525  ","Clonmel"
"238","COOKIE SKY","PARADISE MADISON","SPRINGS BEAUTY","€50.00","75","29.15"," ","-.10 Slow","29.05&nbsp","4/6F","A2","EvAw,Ld 3","15-Apr-18","Flat 525  ","Clonmel"
"239","NICE CHARMER","MAKESHIFT","SCISSORS","€50.00","76","28.94"," ","-.10 Slow","28.84&nbsp","6/4F","A1","QAw,ALd","15-Apr-18","Flat 525  ","Clonmel"
"240","CLASHDUFF BLUE","LENSON BOLT","GABBYS MOONSHINE","€205.00","63","16.92"," ","Sand","16.92&nbsp","n/p","S7","EvAw,Ld 2","20-Apr-18","Flat 300  ","Clonmel"
"241","SPRINGWOOD TEVEZ","SCOLARI ME DADDY","SPRINGWOOD NOKIA","€250.00","69","30.28"," ","-.10 Slow","30.18&nbsp","n/p","A8","SlAw,LdRi","20-Apr-18","Flat 525  ","Clonmel"
"242","MOORSTOWN DEBBIE","KINLOCH BRAE","MOORSTOWN MISHA","€250.00","59","29.10"," ","-.10 Slow","29.00&nbsp","n/p","A2","EP,Ld 2","20-Apr-18","Flat 525  ","Clonmel"
"243","CABRA LAURA","KINLOCH BRAE","CABRA EBONY","€355.00","57","29.31"," ","-.10 Slow","29.21&nbsp","n/p","A3","QAw,ALd","20-Apr-18","Flat 525  ","Clonmel"
"244","WIND INTHE BOG","NEWINN WONDER","KILLENAULE QUEEN","€50.00","64","16.48"," ","Sand","16.48&nbsp","n/p","S2","QAw,ALd","20-Apr-18","Flat 300  ","Clonmel"
"245","AGONYINTHEGARDEN","NEWINN WONDER","LATE DRAMA","€50.00","82","16.55"," ","Sand","16.55&nbsp","n/p","S3","FAw,ALd","20-Apr-18","Flat 300  ","Clonmel"
"246","SHANEBOY TOLLY","DROOPYS JET","SHANEBOY SUE","€285.00","78","29.47"," ","-.10 Slow","29.37&nbsp","n/p","A4","FAw,FinWl","20-Apr-18","Flat 525  ","Clonmel"
"247","BRICKHILL LEE","BALLYMAC VIC","WORSBORO DIVA","€290.00","73","29.35"," ","-.10 Slow","29.25&nbsp","n/p","A3","QAw,Ld 3","20-Apr-18","Flat 525  ","Clonmel"
"248","MACKENZIES ROSE","TULLYMURRY ACT","SHES TERRIFIC","€290.00","65","29.87"," ","-.10 Slow","29.77&nbsp","3/1","A6","SlAw,LdNrL","22-Apr-18","Flat 525  ","Clonmel"
"249","MOANTEEN TYSON","TYRUR BIG MIKE","INSHAARLA","€310.00","78","28.85"," ","-.10 Slow","28.75&nbsp","4/5F","A1","QAw,ALd","22-Apr-18","Flat 525  ","Clonmel"
"250","EIFFEL TOWER","SUPERIOR PRODUCT","DERRYADD DIVA","€235.00","70","16.21"," ","Sand","16.21&nbsp","9/4","S0","EvAw,NvShw","22-Apr-18","Flat 300  ","Clonmel"
"251","MASTER REED","AERO MAJESTIC","ROCKING RUBY","€1400.00","71","29.13"," ","-.10 Slow","29.03&nbsp","6/4jf","A2","EP,Ld 3","22-Apr-18","Flat 525  ","Clonmel"
"252","SPRINGWOOD EMMA","SCOLARI ME DADDY","SPRINGWOOD NOKIA","€50.00","65","29.33"," ","-.10 Slow","29.23&nbsp","3/1","A3","QAw,LdNrL","22-Apr-18","Flat 525  ","Clonmel"
"253","TULLOVIN CHARLIE","KINLOCH BRAE","TULLOVIN FIRE","€50.00","79","29.35"," ","-.10 Slow","29.25&nbsp","4/1","A3","QAw,ALd","22-Apr-18","Flat 525  ","Clonmel"
"254","ASHTON COURT","LAUGHIL BLAKE","TIVOLI MAEVE","€1000.00","76","28.77"," ","-.10 Slow","28.67&nbsp","4/6F","A0","QAw,ALd","22-Apr-18","Flat 525  ","Clonmel"
"255","BALLYMAC LUKAKU","BALLYMAC MATT","VICRAZ","€325.00","80","29.25"," ","-.10 Slow","29.15&nbsp","5/4F","A3","Bmp 1,Ld 1","22-Apr-18","Flat 525  ","Clonmel"
"256","TUNNEL VISION","SCOLARI ME DADDY","BALLYMAC WANDER","€1000.00","72","28.99"," ","-.10 Slow","28.89&nbsp","2/1","A1","QAw,LdNrL","22-Apr-18","Flat 525  ","Clonmel"
"257","MAHOGANY SPIRIT","SLIPPERY ROBERT","BILLYS HOPE","€350.00","78","28.94"," ","-.10 Slow","28.84&nbsp","6/4jf","A1","QAw,ALd","22-Apr-18","Flat 525  ","Clonmel"
"258","FREE BONUS","RAZLDAZL RIOGA","CASTLE SPIRIT","€205.00","78","16.80"," ","Sand","16.80&nbsp","n/p","S6","LdRu,CmAg","27-Apr-18","Flat 300  ","Clonmel"
"259","COOLOGUE SPRING","SKYWALKER FARLOE","RUSSANDA RAZL","€230.00","58","29.80"," ","-.10 Slow","29.70&nbsp","n/p","A6","CrdRu,Ld 4","27-Apr-18","Flat 525  ","Clonmel"
"260","SPARKS FANTASY","DAN THE MAN","POPULAR SUZIE","€205.00","61","16.39"," ","Sand","16.39&nbsp","n/p","S1","FAw,Ld 1","27-Apr-18","Flat 300  ","Clonmel"
